title,artists,featured_artists,album_type,spotify_popularity,spotify_release_date,spotify_genres,spotify_track_id,main_artist_id,is_hit,file_name,Audio_Error,Lyrics_Error
Hoa Dưới Mặt Trời - Chill Cùng Chi,Chi Pu,,single,13.0,2023-12-05,"v-pop, vinahouse, vietnam indie",56c1jWHO0LokE0CDdlwVLs,6jRD85dsXJYn5vv73rqSGi,0.0,hoa dưới mặt trời - chill cùng chi - chi pu.mp3,OK,OK
Hoa Dại,Phương Mỹ Chi,,single,26.0,2022-11-16,"v-pop, vietnamese bolero",1aRQ8HaYWdhH1WmZwaVSKG,1BcjfrXV4Oe3fK0c8dnxFF,0.0,hoa dại - phương mỹ chi.mp3,OK,OK
Hoa Dại (Một Ngày Không Có Em OST),Phương Phương Thảo,,single,12.0,2021-11-14,"vietnamese bolero, vietnamese lo-fi, bolero, vinahouse, v-pop",6eux0HXkuKnlN2s9oJWXrk,5KGgAxYWMoCJduQhLpIH4v,0.0,hoa dại (một ngày không có em ost) - phương phương thảo.mp3,OK,OK
Hoa Gạo - From “Thỏ Ơi!!” Original Motion Picture Soundtrack,Thanh Lam,Văn Mai Hương,single,36.0,2026-02-20,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",4O8co45KgY6ebkkaTkK0Sh,5kG9gxVkkdrskVLhfblCjT,1.0,hoa gạo - from “thỏ ơi!!” original motion picture soundtrack - thanh lam.mp3,OK,OK
Hoa Hải Đường,Jack - J97,,single,53.0,2020-09-22,"v-pop, vinahouse, vietnamese lo-fi",0J2otOvMdg62gVMMjwOvSK,3KJopZ2uUclqEtLxQg0FNn,1.0,hoa hải đường - jack - j97.mp3,OK,OK
Hoa Hồng,Hà Anh Tuấn,,single,42.0,2024-06-01,"v-pop, vietnam indie",2OGHIN575DmVIZWmmHiVxm,3FwYnbtGNt8hJfjNuOfpeG,1.0,hoa hồng - hà anh tuấn.mp3,OK,OK
Hoa Hồng Gai...y! (feat. Pháp Kiều),RAP VIỆT,Pháp Kiều,album,30.0,2023-05-28,"v-pop, vietnamese hip hop",6z6ufG09fgDiG8gVwVP9Cw,1cPpd989kghzlZqfpP4KwL,0.0,hoa hồng gai...y! (feat. pháp kiều) - rap việt - pháp kiều.mp3,OK,OK
Hoa Hồng Hoa Trắng,Nguyễn Duyên Quỳnh,Nguyen Van Chung,album,13.0,2023-08-16,"vinahouse, v-pop, vietnamese lo-fi",4qwk1rB1eqiTCXezvGKpQe,0DALWve1lANb1zn6i0hy8s,0.0,hoa hồng hoa trắng - nguyễn duyên quỳnh.mp3,OK,OK
Hoa Không Hương,K-ICM,Văn Mai Hương,single,8.0,2022-07-12,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",3bYuA348pyoVzgqBL3HuMf,6mD6SQbvl9pILx7SAHBzbq,0.0,hoa không hương - k-icm.mp3,OK,OK
Hoa Kỳ - American Dream,Hứa Kim Tuyền,Hoàng Dũng,single,10.0,2020-08-02,"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",3IxFtszeBEGZP4MM1qC99F,3Ufoo4BPShhahtCSjgpBLP,0.0,hoa kỳ - american dream - hứa kim tuyền.mp3,OK,OK
Hoa Mặt Trời,Phan Mạnh Quỳnh,,album,27.0,2024-11-22,"v-pop, vietnam indie, vietnamese lo-fi",1F1grkmzE4SGUdsXpIp7Kw,0aNyWetkjBvIdZvJY00yEa,0.0,hoa mặt trời - phan mạnh quỳnh.mp3,OK,OK
Hoa Nào Anh Quên,The Men,,album,9.0,2015-01-20,"v-pop, vinahouse, vietnamese bolero",7flTPyWoqvcmEeFi7AJ52p,53LVvmM09CnWWAYz79HpCR,0.0,hoa nào anh quên - the men.mp3,OK,OK
Hoa Nắng Tôi,Thùy Chi,Duc Tri,album,13.0,2024-03-19,"v-pop, vietnam indie, vinahouse, vietnamese hip hop",1ozTB3RRvTvVspT5tucXVM,0l3YAI1xmZKCZBzduST5ft,0.0,hoa nắng tôi - thùy chi.mp3,OK,OK
Hoa Nở Bên Đường,Quang Đăng Trần,ACV,single,47.0,2024-03-22,"vietnamese lo-fi, v-pop, vinahouse",5sL91wED2A7xUusG03SJie,2LX2SKJhvZjyH4Z7XMptjd,1.0,hoa nở bên đường - quang đăng trần.mp3,OK,OK
Hoa Nở Không Màu,Hoài Lâm,,single,46.0,2020-05-30,"v-pop, vietnamese lo-fi, vietnamese bolero, bolero, vietnam indie",5rVRjE3K44dbMAVtjvLdQh,2dlC6p7Q75wnfhudwTEpxW,1.0,hoa nở không màu - hoài lâm.mp3,OK,OK
Hoa Sen KOR,24k.Right,,single,20.0,2020-10-02,"vietnamese hip hop, v-pop",5v9ibYlnhXHt13krb8nbZy,0hUr8xEtATxbq2OTiJFAP0,0.0,hoa sen kor - 24k.right.mp3,OK,OK
Hoa Sữa,Touliver,,album,16.0,2024-01-21,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",1kndty6c6TywpsTvTmcqOO,5UNWQJdUbO8Gbg9Qn3r52M,0.0,hoa sữa - touliver.mp3,OK,OK
Hoa Tàn,Dương Triệu Vũ,Khải Đăng,single,7.0,2020-01-01,"v-pop, vinahouse, vietnamese bolero, vietnamese lo-fi",5Vuq9ZRYMOTBuHH6Nrcmrw,7eNVs44Liz46dWLt9LAONW,0.0,hoa tàn - dương triệu vũ.mp3,OK,OK
Hoa Vàng,mess.,"Tùng, WEAN",album,20.0,2023-12-31,"v-pop, vietnamese hip hop, vietnam indie",49gUhjOCYHZ241brbl5sdx,6kRuMeWznsiXAIF2GriqkF,0.0,hoa vàng - mess..mp3,OK,OK
Hoa Vàng Nay Tàn,Lil Zpoet,,single,28.0,2022-05-23,"vietnamese lo-fi, v-pop, vinahouse",1eVA9pdSCMpeFGi62xNFcU,0T8DkuhhFhdWAMN0bdeLL7,0.0,hoa vàng nay tàn - lil zpoet.mp3,OK,OK
Hoa hồng trên bê tông,Rich Choi,RIO,album,27.0,2024-08-08,"vietnamese hip hop, vinahouse, v-pop",14l6EFrpUiSQ64qYJt4y0l,3xIg04BrQzREY9e2mQxzAf,0.0,hoa hồng trên bê tông - rich choi.mp3,OK,OK
Hoa nắng,Forest Studio,"Bùi Công Nam, Anh Tú, Lâm Bảo Ngọc",single,26.0,2025-02-25,"v-pop, vietnam indie",0H3wDDPZaQu9nJVGF3t8Ev,1fTWz0OemWveF9AMkRPJKi,0.0,hoa nắng - forest studio.mp3,OK,OK
Hoa sữa,JustaTee,"Mr.A, Kimmese",single,53.0,2011-10-12,"v-pop, vietnamese hip hop, vietnam indie",3mAEEsw6zUJlpmjZOHdHPp,3rjcQ5VIWCN4q7UFetzdeO,1.0,hoa sữa - justatee.mp3,OK,OK
Hoa Đã Có Chủ,Juky San,桃子A1J,album,39.0,2026-01-12,"v-pop, vietnamese hip hop, vietnam indie",4RSmZXYfGfEZhen6tiPjEf,51wGpVg4Z3lv1IjuZAQjXn,0.0,hoa đã có chủ - juky san.mp3,OK,OK
Hoang Mang,Orange,"Monotape, antransax",single,12.0,2022-02-26,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",6xj206wCiEIYFsntzq0gKk,5lAfakPZgxFKgiJD6xAF1G,0.0,hoang mang - orange.mp3,OK,OK
Hoang đảo,TRANG,,album,27.0,2025-11-16,"vietnam indie, v-pop, vietnamese lo-fi",6z7HYhTCHTrrgXQTDrvHsa,2knyDFP4xw9wZEWA98JX6b,0.0,hoang đảo - trang.mp3,OK,OK
Hold You Down,Seachains,Summer Vee,single,21.0,2019-04-20,"v-pop, vietnamese hip hop, vinahouse",0Mgeh2oDcwNORyCjyiqNv3,6UiKZD9yB7Gxjol62s431k,0.0,hold you down - seachains.mp3,OK,OK
Hot,Wxrdie,2pillz,single,29.0,2020-11-12,"vietnamese hip hop, v-pop",4BMFHmawdG3nYzpS7VHbaW,1Jmkhzve9TuXHUUWGmpANw,0.0,hot - wxrdie.mp3,OK,OK
"Hot Shot, Dlow (feat. Dlow)",RAP VIỆT,Dlow,album,28.0,2023-07-02,"vietnamese hip hop, v-pop",4qrWuGE4Qu9RRVZVpMKWyw,1cPpd989kghzlZqfpP4KwL,0.0,"hot shot, dlow (feat. dlow) - rap việt - dlow.mp3",OK,OK
How To Love You,Tuimi,,album,25.0,2023-09-27,"vietnamese hip hop, v-pop, vietnam indie",4dz8exkctXuCW5khTP9Yrv,2dP2cG3zK05Y1jtb8Kwdpm,0.0,how to love you - tuimi -.mp3,OK,OK
Hoài Cảm,Phương Phương Thảo,,single,5.0,2026-02-03,"vietnamese bolero, vietnamese lo-fi, bolero, vinahouse, v-pop",7v5sdhzZwcSjlkrOc8QNbE,5KGgAxYWMoCJduQhLpIH4v,0.0,hoài cảm - phương phương thảo.mp3,OK,OK
Hoài Mong,1nG,,album,23.0,2023-12-12,"vietnamese lo-fi, v-pop, vietnam indie, vietnamese hip hop",6tok8Gc4d2Vl0uaJeX9RBT,12scI4mEdyEDBi7cdkxkVZ,0.0,hoài mong - 1ng.mp3,OK,OK
Hoài mong,Kha,Nguyễn Trọng Tài,single,32.0,2023-12-09,"vietnamese hip hop, v-pop, vietnam indie",68ZK85gfgBzT4GtICwIWvF,2UCPMrvFm42t3w5duYfQHl,1.0,hoài mong - nguyễn trọng tài.mp3,OK,OK
Hoàn Hảo,B Ray,,single,25.0,2021-07-06,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",1OIZg0jTzkEUjNznVhXtvk,1WvNgEoB66jmHodcj15Zi9,0.0,hoàn hảo - b ray.mp3,OK,OK
Hoàn Hảo Hơn,HuyR,Jun Phạm,single,26.0,2025-05-20,v-pop,5TikXzo4JG1xdW1uLWnviz,3B3UoHY8tKJ6zmyYZhkDSZ,0.0,hoàn hảo hơn - huyr.mp3,OK,OK
Hoàn Thiện Nhau Để Người Sau Phù Hợp,Vương Anh Tú,,album,16.0,2026-01-08,"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",5vKxpqpts47fAfcRmgTGJl,3OeYidiG0MAcGmiSwTHZf6,0.0,hoàn thiện nhau để người sau phù hợp - vương anh tú.mp3,OK,OK
Hoàng Hôn Nhớ - Hoa Vương Original SoundTrack,Anh Tú,,single,45.0,2024-01-10,"v-pop, vietnamese hip hop",3lgCCIj5kUu8IAbJarm9oz,7LLfmKhGZI11XO0dO4xDI7,1.0,hoàng hôn nhớ - hoa vương original soundtrack - anh tú.mp3,OK,OK
Hoàng Hôn Tháng Tám,Hà Anh Tuấn,,album,25.0,2021-06-01,"v-pop, vietnam indie",7kDEnvOXTvfT1QYF93v1A9,3FwYnbtGNt8hJfjNuOfpeG,0.0,hoàng hôn tháng tám - hà anh tuấn.mp3,OK,OK
Hoàng Hôn Tháng Tám,The Masked Singer,,single,28.0,2023-10-08,v-pop,7vkGFgv2wCIp1vCEE3d1f1,1dwfi5uS5pfQMhAic73Q7L,0.0,hoàng hôn tháng tám - the masked singer.mp3,OK,OK
Huhu Haha (feat. SMO & Lil'Wuyn),RAP VIỆT,"SMO, Lil Wuyn",album,20.0,2023-09-03,"v-pop, vietnamese hip hop",4feNnnBOPGY8VaoIk1Q0Mp,1cPpd989kghzlZqfpP4KwL,0.0,huhu haha (feat. smo & lil'wuyn) - rap việt.mp3,OK,OK
Hula Hula,Đạt G,Huỳnh James,single,12.0,2022-07-14,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",5vQiszxcYsnCJMc2HkocRI,4R3mugkUqCALXgkwSptTbg,0.0,hula hula - đạt g.mp3,OK,OK
Hurricane - Naraka,SOOBIN,,single,27.0,2022-08-19,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",1y8UYQWdc0alpumNbnkxRd,6CGGvCBHWqQ4HXtn5aLhbh,0.0,hurricane - naraka - soobin.mp3,OK,OK
Huyền Thoại,Phan Mạnh Quỳnh,,single,27.0,2020-01-01,"v-pop, vietnam indie, vietnamese lo-fi",3ymfQBpehvvz37WoVWSuyZ,0aNyWetkjBvIdZvJY00yEa,0.0,huyền thoại - phan mạnh quỳnh.mp3,OK,OK
Huyền Vi,Masew,,single,33.0,2023-11-18,"v-pop, vietnamese hip hop, vinahouse, vietnam indie, vietnamese lo-fi",2ETedHJjur3nZavDrmAmg3,3nGqUwkJHiLPDECMVrX1Sq,0.0,huyền vi - masew.mp3,OK,OK
Huỳnh Kim Long (feat. Dick & Phan Mạnh Quỳnh),RAP VIỆT,"Dick, Phan Mạnh Quỳnh",album,37.0,2023-07-21,"vietnamese hip hop, v-pop",3VQDDxO7aXqamwhgmylJHg,1cPpd989kghzlZqfpP4KwL,0.0,huỳnh kim long (feat. dick & phan mạnh quỳnh) - rap việt.mp3,OK,OK
Hy Vọng,Hustlang Robber,,single,23.0,2022-12-07,"vietnamese hip hop, v-pop",1RMz0IBZEQbyDjRF1i62nA,3JWIaDWHJq11w1xPqJStEv,0.0,hy vọng - hustlang robber.mp3,OK,OK
HÀNH TRÌNH KHÔNG DỪNG (feat. MANBO),RAP VIỆT,MANBO,single,30.0,2024-09-30,"vietnamese hip hop, v-pop",0NpT2sJ8WbCM1uhs3oxXX9,1cPpd989kghzlZqfpP4KwL,0.0,hành trình không dừng (feat. manbo) - rap việt.mp3,OK,OK
"HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)","ANH TRAI ""SAY HI""","RHYDER, Dương Domic, Pháp Kiều",single,44.0,2024-07-15,"v-pop, vietnamese hip hop",3EQjXzlXY0dyOovq0Awe91,4wZ6awunqaaVLl5j0WpDFu,1.0,"hào quang (feat. rhyder, dương domic & pháp kiều) - anh trai say hi.mp3",OK,OK
HÀO QUANG (feat. Thu Minh & Vũ Thảo My),OUR SONG VIETNAM,"Thu Minh, Vũ Thảo My",single,8.0,2024-11-05,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",0lxFsHCnQyZL0nUPiRZekg,6HfU0edqFmEwV87kq0D9TJ,0.0,hào quang (feat. thu minh & vũ thảo my) - our song vietnam.mp3,OK,OK
HÃY NÓI ANH SAI RỒI,Phùng Khánh Linh,,album,51.0,2025-10-18,"v-pop, vietnam indie",1mZCfyJVxvkqkKd3xlOk2H,23Gbd21nBxC1kCtcG2Cd0C,1.0,hãy nói anh sai rồi - phùng khánh linh.mp3,OK,OK
HÃY YÊU TÔI BÂY GIỜ (feat. HURRYKNG & KymLeez),RAP VIỆT,"HURRYKNG, KymLeez",single,28.0,2023-06-11,"v-pop, vietnamese hip hop",0fY03uWHuZO0lXDZtPkQuh,1cPpd989kghzlZqfpP4KwL,0.0,hãy yêu tôi bây giờ (feat. hurrykng & kymleez) - rap việt.mp3,OK,OK
"HÍT ""DRAMA"" (feat. Isaac, WEAN, Anh Tú & Đỗ Phú Quí)","ANH TRAI ""SAY HI""","Isaac, WEAN, Anh Tú, ĐỖ PHÚ QUÍ ",single,27.0,2024-07-08,"v-pop, vietnamese hip hop",0r4vYGSCM5Pst9jSGwVarB,4wZ6awunqaaVLl5j0WpDFu,0.0,"hít drama (feat. isaac, wean, anh tú & đỗ phú quí) - anh trai say hi - isaac, wean, anh tú, đỗ phú quí.mp3",OK,OK
"HÚT (feat. Lou Hoàng, Pháp Kiều, WEAN, Quân A.P, Hải Đăng Doo, Ali Hoàng Dương & Nicky)","ANH TRAI ""SAY HI""","Lou Hoàng, Pháp Kiều, WEAN, Quân A.P, Hải Đăng Doo, Ali Hoàng Dương, NICKY",album,37.0,2024-08-06,"v-pop, vietnamese hip hop",0SipHvQl82LyuU4t9Zkf8Z,4wZ6awunqaaVLl5j0WpDFu,0.0,"hút (feat. lou hoàng, pháp kiều, wean, quân a.p, hải đăng doo, ali hoàng dương & nicky) - anh trai say hi.mp3",OK,OK
Hà Lan,Phan Mạnh Quỳnh,,album,34.0,2024-11-22,"v-pop, vietnam indie, vietnamese lo-fi",20l41rzAeluYWXeV2cTtDV,0aNyWetkjBvIdZvJY00yEa,0.0,hà lan - phan mạnh quỳnh.mp3,OK,OK
Hà Nội,Obito,"Shiki, VSTRA",album,63.0,2023-10-10,"v-pop, vietnamese hip hop, vietnam indie",5PGh9MyKry8slG5AfvD1eD,0ZbgKh0FgPYeFP38nVaEGp,1.0,hà nội - obito.mp3,OK,OK
Hà Nội,Tuimi,,album,17.0,2023-09-27,"vietnamese hip hop, v-pop, vietnam indie",4zQGlbAeQPq6cmE2iYJfI2,2dP2cG3zK05Y1jtb8Kwdpm,0.0,hà nội - tuimi.mp3,OK,OK
Hà Nội 12 Mùa Hoa,Forest Studio,"Anh Tú, Hoà Minzy",single,24.0,2021-03-18,"v-pop, vietnam indie",397SnRM6xMah4YChESkzOf,1fTWz0OemWveF9AMkRPJKi,0.0,hà nội 12 mùa hoa - forest studio.mp3,OK,OK
Hà Nội Của Bố,Emcee L (Da LAB),"JGKiD (Da LAB), KraziNoyze",single,14.0,2024-07-10,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",5GS2sXqMQEmKtMLxpIyKxI,4bPYvyUn1mWwUwIW57oST2,0.0,hà nội của bố - emcee l (da lab).mp3,OK,OK
Hà Nội Gen Trội (feat. Gừng),Hoang Thai Vu,Gừng,single,11.0,2020-11-26,"v-pop, vietnam indie, vietnamese lo-fi",6eC2AZwg0uI2OHM7bjFXU7,63ErEnykZWfd34YNATzFAz,0.0,hà nội gen trội (feat. gừng) - hoang thai vu.mp3,OK,OK
Hà Nội Giờ Tan Tầm,Da LAB,,single,11.0,2014-08-17,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi, vinahouse",63lZZ9CVHLY47Jyvs3DV05,6zUWZmyi5MLOEynQ5wCI5f,0.0,hà nội giờ tan tầm - da lab.mp3,OK,OK
Hà Nội Là,Phạm Nguyên Ngọc,,single,34.0,2025-09-23,"v-pop, vietnam indie, vietnamese lo-fi",0ym1jv7LOQu0KX25PJgcbI,2Xlia1jlI7JDki4Xa42uyK,0.0,hà nội là - phạm nguyên ngọc.mp3,OK,OK
Hà Nội Ngày Ấy,Hà Anh Tuấn,,album,7.0,2021-12-21,"v-pop, vietnam indie",5r5dglkFkVwhZYjh6T8A0i,3FwYnbtGNt8hJfjNuOfpeG,0.0,hà nội ngày ấy - hà anh tuấn.mp3,OK,OK
Hà Nội Và Em (feat. Thái Đinh),Thái Đinh,,single,10.0,2020-01-01,"vietnam indie, v-pop",7lsINIywNYsYUXid3BtuoT,7lq25uVNvzRoAJgr4CYr8e,0.0,hà nội và em (feat. thái đinh) - thái đinh.mp3,OK,OK
Hà Nội khóc ở Sài Gòn,Vũ Thanh Vân,TRANG,single,26.0,2022-10-17,"vietnam indie, v-pop",5FAwhuQ3WSjWLZBo7Dhzis,5ptgjFDE2abY6Xwo4ytufN,0.0,hà nội khóc ở sài gòn - vũ thanh vân.mp3,OK,OK
Hà Nội Đây Rồi,Rich Choi,Jay Bach,single,8.0,2020-08-06,"vietnamese hip hop, vinahouse, v-pop",3iUmXUEDaZdYVohzSFpIWF,3xIg04BrQzREY9e2mQxzAf,0.0,hà nội đây rồi - rich choi.mp3,OK,OK
Hà Nội Ở Sài Gòn,TRANG,Khoa Vũ,single,20.0,2019-02-25,"vietnam indie, v-pop, vietnamese lo-fi",5ISAwIiOwGy60omV4c2Rrp,2knyDFP4xw9wZEWA98JX6b,0.0,hà nội ở sài gòn - trang.mp3,OK,OK
"Hà Nội, fall in love",Tùa,CM1X,single,21.0,2025-12-20,"v-pop, vietnamese hip hop",6IeQwrOhWwGuPc9x0bQeR0,6OX2h0HXN8oN2tb2pmYOby,0.0,"hà nội, fall in love - tùa.mp3",OK,MISSING
Hàn Gắn,Bùi Anh Tuấn,,album,21.0,2016-09-15,v-pop,6FcVB6xmkGUwtP0hpySRR2,2Gvp79Cmni6PX13CAlSGex,0.0,hàn gắn - bùi anh tuấn.mp3,OK,OK
Hàng Xóm,Anh Tú,Lyly,single,21.0,2022-04-01,"v-pop, vietnamese hip hop, vietnam indie",0pfX0Bv5OC5aPAmUJoKSYX,7LLfmKhGZI11XO0dO4xDI7,0.0,hàng xóm - anh tú.mp3,OK,OK
Hàng Xóm Sát Bên Nhà,Hương Giang,"Chi Pu, Kai Đinh, Ninh Anh Bùi, Nguyễn Tùng Dương, An Trương, Tuấn Ngọc, Khuyến Dương",single,25.0,2025-10-09,"v-pop, vinahouse, vietnam indie",7FciEUQck3UzTgUwDzTrzl,1L2VD3TPgcbUod5IID06xJ,0.0,hàng xóm sát bên nhà - hương giang.mp3,OK,OK
Hành Lang Cũ (Hạ Nhớ),Long Nón Lá,Masew,single,9.0,2020-01-15,"v-pop, vietnamese hip hop, vinahouse, vietnam indie, vietnamese lo-fi",0MNLIffEddt9ZNtpDtuzIr,4XPmkusoYLS1cvgpHgQjiB,0.0,hành lang cũ (hạ nhớ) - long nón lá.mp3,OK,OK
Hành Tinh Ngược Lối,Ngọc Dolil,Dick,single,15.0,2023-07-06,"vietnamese hip hop, v-pop, vietnamese lo-fi, vietnam indie",736TEW5Au33WXr7meoMhPC,6VLN4hTrGOZ5Le1TVTwDTg,0.0,hành tinh ngược lối - ngọc dolil.mp3,OK,MISSING
Hành Tinh Song Song,Minh Huy,Ari,album,13.0,2024-01-11,"v-pop, vietnam indie, vietnamese hip hop",38Tej4oiU4kgjoqbeBnUCt,5zT1Ku9mzzl6RW5y4z0hUK,0.0,hành tinh song song - minh huy.mp3,OK,OK
Hành Tinh Song Song,Vũ.,,album,34.0,2019-11-06,"v-pop, vietnam indie, vietnamese lo-fi",7miWk0Fm0d21gqhjDqLVMm,57g2v7gJZepcwsuwssIfZs,1.0,hành tinh song song - vũ..mp3,OK,OK
"Hành Tinh Song Song, Pt. 2",Vũ.,,album,30.0,2019-11-06,"v-pop, vietnam indie, vietnamese lo-fi",42LToPm7hRp1hOdONqcsdr,57g2v7gJZepcwsuwssIfZs,1.0,"hành tinh song song, pt. 2 - vũ..mp3",OK,OK
Hành Tinh Xa Xôi,PAR SG,"luyn, Kim Nguyen Martian, LongLu",single,34.0,2025-12-01,"vietnamese lo-fi, vietnamese hip hop, vietnam indie, v-pop",57CYyzm809Lpnl3MN1Jh5J,5yE1xvNIbuEB2kkopCuCVY,0.0,hành tinh xa xôi - par sg.mp3,OK,OK
Hành Tinh Ánh Sáng,VCT,,single,35.0,2020,"v-pop, vietnam indie",0O15H1CM5JEPITLh6rPzDR,7yquVKfxBuNFJbG9cy2R8A,1.0,hành tinh ánh sáng - vũ cát tường.mp3,OK,OK
Hành Trang Chuyện Buồn,Đạt G,,single,19.0,2024-05-02,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",4EmgNoDVFnObbTped1Vbdo,4R3mugkUqCALXgkwSptTbg,0.0,hành trang chuyện buồn - đạt g -.mp3,OK,OK
Hành Trình,RIO,,single,32.0,2025-11-23,"v-pop, vietnam indie, vietnamese hip hop",4t2DnHJKT7Xfl8G2GVCXS6,4dH6uW4FU977FDuTcCHGUf,1.0,hành trình - rio.mp3,OK,OK
Hành Trình Có Em,Phạm Minh Thành,,single,21.0,2024-02-11,"v-pop, vietnam indie, vietnamese lo-fi",0b4fAo7zyhVHx39bHBL8xi,1Lwn6T7n3PbLW0UjTLRL8S,0.0,hành trình có em - phạm minh thành.mp3,OK,OK
Hành Trình Của Lá,Forest Studio,Lâm Bảo Ngọc,album,28.0,2025-02-26,"v-pop, vietnam indie",16QLl9kDNOlE1UTMrhTSc3,1fTWz0OemWveF9AMkRPJKi,0.0,hành trình của lá - forest studio.mp3,OK,OK
Hành Trình Của Lá,PiaLinh,"Lâm Bảo Ngọc, Minh Cà Ri",single,34.0,2024-10-04,"v-pop, vietnam indie",483Jo0zQOtq2Ca1Wc7zHts,5Xn0cJrrcslCWCzPXNTy54,1.0,hành trình của lá - pialinh.mp3,OK,OK
Hành Trình Quả Cảm,Ngô Kiến Huy,"Lê Dương Bảo Lâm, Tiến Luật, Kiều Minh Tuấn, Song Luân, MONO, Phan Mạnh Quỳnh, Quốc Thiên, Neko Lê, Hải Long, Hưng Nguyễn, Binz, Đinh Tiến Đạt, Liên Bỉnh Phát, Thành Trung, Chiến Sĩ Quả Cảm",single,15.0,2025-10-27,"vietnamese hip hop, v-pop, vietnam indie, vinahouse",1p4k9yY9YcBc5OvnUFD0zE,7at0gkjCnhOBrxwQlJPJ4s,0.0,hành trình quả cảm - ngô kiến huy.mp3,OK,OK
Hành Trình Rực Rỡ,Isaac,Bích Phương,single,18.0,2023-06-02,"v-pop, vietnamese hip hop",64me1NJRYXqKUzrE8cLnOr,40JnMfFlpwqBnWitkL96g4,0.0,hành trình rực rỡ - isaac.mp3,OK,OK
Hành Trình Trên Đất Phù Sa,Phương Mỹ Chi,,album,13.0,2022-07-21,"v-pop, vietnamese bolero",5kfB3LQ7OFfMTO5yIQd6uN,1BcjfrXV4Oe3fK0c8dnxFF,0.0,hành trình trên đất phù sa - phương mỹ chi.mp3,OK,OK
Hành Trình Đến Rap (feat. Duy Andy),RAP VIỆT,Duy Andy,album,8.0,2020-10-08,"vietnamese hip hop, v-pop",49bJ7iz4kyskuaeMvcOsgS,1cPpd989kghzlZqfpP4KwL,0.0,hành trình đến rap (feat. duy andy) - rap việt.mp3,OK,OK
Hái Sao,Pixel Neko,Thắng,single,40.0,2023-02-16,"vietnam indie, v-pop, vietnamese hip hop",1AlOxCZtObU3SiH4A1iSmK,1oD9fKbb7qQ2nhn9JJC24F,0.0,hái sao - thắng.mp3,OK,OK
Hát Lung Tung,Phạm Nguyên Ngọc,BMZ,single,12.0,2025-03-08,"v-pop, vietnam indie, vietnamese lo-fi",5HMAUIxg2PvbvLqivXRXNF,2Xlia1jlI7JDki4Xa42uyK,0.0,hát lung tung - phạm nguyên ngọc.mp3,OK,OK
Hát Một Mình,Linh Cáo,,single,6.0,2021-01-06,"vietnamese lo-fi, vietnam indie, v-pop, vietnamese hip hop",3YutDgqEF7WQNTHHuAs74z,0vTUa2hbNHke3omoGxuKFm,0.0,hát một mình - linh cáo.mp3,OK,OK
Hát Nữa Đi Em,Ngọc Sơn,,album,6.0,2023-05-08,"v-pop, vietnamese bolero, vietnam indie",30XT6yRibGMAPryfKlskhl,4HmgBcUQQrxZ9UgzoBW7RJ,0.0,hát nữa đi em - ngọc sơn.mp3,OK,OK
Hát cho đời và hát cho em,JGKiD (Da LAB),"Rabbit Run, Đen, Emcee L (Da LAB)",single,24.0,2022-11-28,"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop",5RIYXxF2O7aMg2XjbCTWEz,3mYnd5Nlmdpg4D9rbAqNUD,0.0,hát cho đời và hát cho em - jgkid (da lab).mp3,OK,OK
Hát vang rằng em yêu anh,Forest Studio,Lâm Bảo Ngọc,single,27.0,2025-02-25,"v-pop, vietnam indie",6zqrkxbDvBjASCi2DpsKVQ,1fTWz0OemWveF9AMkRPJKi,0.0,hát vang rằng em yêu anh - forest studio.mp3,OK,OK
Hát với tôi,Pink Frog,"Hào, Huy Đẹp Trai",single,7.0,2025-09-28,"vietnam indie, v-pop, vietnamese lo-fi",7rtwsxxLt3e07y4AFHalx9,3Z1ArowingijWbVesn0aON,0.0,hát với tôi - pink frog.mp3,OK,OK
Hâm Nặng,KayC,"Mcee Blue, Trung Trần, Lu",single,5.0,2022-11-11,"vietnamese hip hop, v-pop, vietnam indie",1ZvK9NTCmyB0fo1yVxwk7C,3EkXXkwTWhJpPDJR4ME3D8,0.0,hâm nặng - kayc.mp3,OK,OK
Hão Huyền,Quang Hùng MasterD,,single,38.0,2024-11-27,"v-pop, vinahouse, vietnamese hip hop",4klNy6HjnJK6r9gpTzjLMO,0slOzRzTQb1RBBVJbvRITP,0.0,hão huyền - quang hùng masterd.mp3,OK,OK
